Doc Id,Sentiment,TFIDF Score,Total_Number_of_Words,Positive_Word_Count-GI,Negative_Word_Count-GI,Neutral_Word_Count-GI,Objective_Word_Count-GI,Unidentified_Word_Count-GI,Positive_Word_Count-Polarity,Negative_Word_Count-Polarity,Neutral_Word_Count-Polarity,Unidentified_Word_Count-Polarity,SNW-Score,Emoticons_Score,Exclamation_Count,HashTag_Score,Adjective_Score,Gi-Score,Polarity-Score,Final-Score,Exclamation_Score,Final_Score_With_SNW,Bi-Gram_Score,Tri-Gram_Score,NewHashTagScore
1231,negative,23.705319,12,0,2,6,0,4,1,2,0,9,-0.375,0,0,0,1.391274412,-6,-5,-5.5,0,-4.625,32.495886,32.495886,0
1232,positive,7.126304,10,0,0,3,0,7,1,0,0,9,0,3,1,1,0,0,5,2.5,0.166666667,1.25,10.744443,10.744443,6
1233,positive,18.416927,13,1,0,8,0,4,1,0,0,12,0,0,4,0,1.400734741,3,5,4,1.066666667,2,38.758906,41.635325,0
1234,neutral,17.976538,15,0,0,10,0,5,1,0,0,14,0,0,0,0,0.602590119,0,5,2.5,0,1.25,22.334482,22.334482,0
1235,positive,13.801155,10,1,0,5,0,4,1,1,1,7,0.75,0,2,1,-6.908898414,3,0,1.5,0.2,4.5,24.884953,24.884953,1
1236,neutral,3.568889,18,1,0,7,0,10,1,0,0,17,-0.125,0,0,0,1.93267703,3,5,4,0,1.375,14.693489,14.693489,0
1237,negative,21.76282,16,1,2,6,0,7,1,2,0,13,0.75,0,1,0,-2.38488661,-3,-5,-4,-0.266666667,1.75,38.926644,42.776238,0
1238,objective,4.472172,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6.547697,6.547697,0
1239,positive,2.552159,5,0,0,2,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15.773059,25.93304,0
1240,positive,8.285109,12,0,1,6,0,5,2,2,0,8,-1.5,0,0,0,4.722145462,-3,0,-1.5,0,-8.25,27.424166,27.424166,0
1241,neutral,20.474866,12,0,1,4,2,5,2,1,0,9,0.125,0,0,1,1.608900156,-3,5,1,0,1.125,54.479384,54.479384,1
1242,positive,21.62486,16,1,2,7,0,6,1,3,2,10,-0.875,0,0,0,2.008287946,-3,-10,-6.5,0,-7.625,41.888547,41.888547,0
1243,neutral,6.384824,8,0,0,2,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,22.789876,29.33213,0
1244,negative,10.993003,19,0,2,4,0,13,0,2,2,15,0,0,0,1,1.047597111,-6,-10,-8,0,-4,28.944823,28.944823,1
1245,positive,9.599293,13,1,0,4,0,8,1,0,0,12,0,0,1,0,0,3,5,4,0.266666667,2,23.467294,23.467294,0
1246,positive,16.452509,14,2,1,5,2,4,1,0,0,13,0.25,0,2,0,0.966428469,3,5,4,0.533333333,3.25,37.157992,41.721264,0
1247,positive,19.315832,10,0,0,5,0,5,0,0,1,9,-0.125,0,0,0,0.128867069,0,0,0,0,-0.625,21.477561,21.477561,0
1248,negative,24.997117,19,1,1,9,0,8,1,2,0,16,0,0,0,1,0.335193614,0,-5,-2.5,0,-1.25,36.848621,36.848621,1
1249,neutral,5.366101,6,0,0,2,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14.115989,18.497403,0
1250,positive,11.726895,6,1,0,1,1,3,2,0,0,4,1,0,2,0,3.475739129,3,10,6.5,0.866666667,8.25,12.026485,12.026485,0
1251,objective,5.629143,5,0,0,3,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28.838702,42.154625,0
1252,neutral,28.281177,12,1,0,7,1,3,1,0,0,11,0.625,0,1,0,1.470829509,3,5,4,0.266666667,5.125,60.306906,65.350631,0
1253,negative,17.634329,8,0,0,6,0,2,0,1,0,7,-0.625,0,0,0,0,0,-5,-2.5,0,-4.375,47.300373,60.611061,0
1254,positive,18.046933,15,2,0,5,0,8,2,1,0,12,0.625,0,0,0,3.475739129,6,5,5.5,0,5.875,39.222902,48.596674,0
1255,neutral,15.062713,16,0,0,7,1,8,0,0,1,15,-0.625,0,0,1,0,0,0,0,0,-3.125,18.251524,18.251524,2
1256,positive,7.041792,11,0,0,4,0,7,2,0,0,9,0.375,0,0,0,1.847199604,0,10,5,0,4.375,14.919509,14.919509,0
1257,positive,21.875642,33,1,0,12,0,20,2,0,0,31,0,0,0,1,3.44113754,3,10,6.5,0,3.25,27.686991,27.686991,1
1258,positive,33.796385,15,1,0,6,0,8,1,2,2,10,0,0,2,0,0,3,-5,-1,-0.133333333,-0.5,63.749126,63.749126,0
1259,positive,22.190653,13,2,0,5,1,5,5,0,0,8,-0.375,0,1,0,4.403559859,6,25,15.5,1.033333333,5.875,24.140671,24.140671,0
1260,positive,27.90529,12,0,1,8,0,3,0,0,1,11,0.375,0,0,0,1.218361217,-3,0,-1.5,0,1.125,55.014146,59.931495,0
1261,objective,10.28063,9,0,0,1,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,24.792291,41.20629,0
1262,objective,17.409218,20,0,0,5,0,15,0,0,0,20,-0.25,0,0,0,0.315462781,0,0,0,0,-1.25,22.243757,22.243757,0
1263,neutral,22.230486,9,0,0,5,0,4,0,0,1,8,0,0,0,0,2.978671276,0,0,0,0,0,27.458881,27.458881,0
1264,positive,5.577776,8,0,0,4,0,4,1,0,0,7,0,0,0,0,0,0,5,2.5,0,1.25,16.230265,19.691963,0
1265,objective,25.440476,13,0,0,6,0,7,0,0,0,13,0,0,0,1,1.411675604,0,0,0,0,0,45.018892,45.018892,1
1266,objective,21.486756,14,0,0,9,0,5,1,0,0,13,0,0,0,1,2.066842714,0,5,2.5,0,1.25,27.974558,33.172954,1
1267,positive,27.182119,14,0,0,8,0,6,1,0,1,12,0,0,0,1,0.985429359,0,5,2.5,0,1.25,36.606086,36.606086,1
1268,positive,7.53608,13,0,0,8,0,5,1,0,0,12,0.375,0,0,0,-0.019203004,0,5,2.5,0,3.125,16.252447,16.252447,0
1269,positive,24.98781,9,1,1,2,1,4,2,1,0,6,1.25,0,0,0,3.556809795,0,5,2.5,0,7.5,38.225745,38.225745,0
1270,objective,21.850123,14,0,0,6,1,7,0,0,0,14,0,0,0,0,1.104797863,0,0,0,0,0,27.188713,27.188713,0
1271,objective,8.352935,17,0,0,9,0,8,0,3,1,13,0,0,0,1,2.14375573,0,-15,-7.5,0,-3.75,23.070895,23.070895,1
1272,neutral,12.16824,7,0,0,4,1,2,0,1,0,6,0,3,0,0,0.617555918,0,-5,-2.5,0,-1.25,28.945537,41.61154,0
1273,positive,7.364594,7,1,0,2,1,3,2,0,0,5,0,0,0,1,3.371690416,3,10,6.5,0,3.25,14.929203,14.929203,1
1274,neutral,9.344158,5,0,0,4,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,12.103732,12.103732,0
1275,neutral,6.629733,4,0,0,4,0,0,0,1,0,3,0.375,0,0,0,0.927524895,0,-5,-2.5,0,0.625,12.194783,12.194783,0
1276,neutral,29.833251,13,1,1,8,0,3,3,1,0,9,0,0,0,0,2.267775398,0,10,5,0,2.5,52.62827,52.62827,0
1277,objective,13.184365,6,0,0,5,0,1,0,0,0,6,0.125,-5,1,0,0,0,0,0,0,0.625,26.73418,35.58898,0
1278,negative,11.343982,12,1,1,8,0,2,1,4,2,5,-1.25,0,0,0,-4.103467138,0,-15,-7.5,0,-10,29.242579,29.242579,0
1279,negative,17.397904,18,0,1,8,0,9,0,3,0,15,-0.875,0,0,0,0.380386096,-3,-15,-9,0,-8.875,34.665109,34.665109,0
1280,positive,3.461698,5,1,0,3,0,1,1,0,0,4,0.375,0,0,0,1.72056877,3,5,4,0,3.875,3.461698,3.461698,0
1281,objective,31.503697,12,1,1,7,0,3,2,1,2,7,0.125,0,0,0,2.513826111,0,5,2.5,0,1.875,68.26391,76.5504,0
1282,positive,29.800768,13,2,1,6,0,4,2,2,0,9,-0.125,0,2,0,3.679096655,3,0,1.5,0.2,0.125,63.900706,63.900706,0
1283,neutral,23.873201,12,1,0,7,0,4,1,0,1,10,0.625,-3,0,0,2.542972469,3,5,4,0,5.125,63.11004,82.197658,0
1284,positive,15.761706,17,1,0,10,0,6,1,1,0,15,0.125,0,1,1,1.644188778,3,0,1.5,0.1,1.375,29.051568,29.051568,1
1285,neutral,11.615066,12,1,0,6,2,3,3,0,0,9,1,0,0,0,0.456207705,3,15,9,0,9.5,50.168988,55.367384,0
1286,negative,7.659345,9,0,0,6,0,3,2,0,0,7,0,0,0,0,1.495636599,0,10,5,0,2.5,20.997258,25.014013,0
1287,negative,17.231191,12,0,2,6,0,4,2,2,0,8,0,0,6,0,-1.080568157,-6,0,-3,-1.2,-1.5,45.112746,45.112746,0
1288,neutral,12.859455,14,0,0,10,0,4,2,1,0,11,-0.875,0,0,1,1.092626002,0,5,2.5,0,-3.125,31.69116,31.69116,1
1289,positive,19.631309,12,0,0,6,0,6,0,0,0,12,-0.5,0,2,0,0,0,0,0,0,-2.5,38.880671,46.605067,0
1290,neutral,3.47599,6,0,1,1,0,4,0,1,0,5,-0.125,0,0,0,0,-3,-5,-4,0,-2.625,28.937728,49.723281,0
1291,positive,9.595775,10,2,0,0,1,7,2,0,0,8,-0.25,0,1,0,0,6,10,8,0.533333333,2.75,16.238931,16.238931,0
1292,neutral,19.526693,14,1,0,4,1,8,3,0,0,11,0,0,0,0,3.527753551,3,15,9,0,4.5,35.440423,35.440423,0
1293,neutral,14.64422,15,2,1,8,1,3,3,1,1,10,-0.75,0,1,1,2.044359436,3,10,6.5,0.433333333,-0.5,21.565742,26.609467,2
1294,neutral,0,5,0,0,1,0,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,9.041798,17.107553,0
1295,positive,16.324012,11,1,1,5,0,4,1,1,0,9,0,0,0,0,1.925697985,0,0,0,0,0,34.265037,34.265037,0
1296,positive,24.024836,11,1,1,5,0,4,1,1,1,8,0,0,0,0,2.041801981,0,0,0,0,0,43.408339,47.010705,0
1297,positive,10.70407,13,3,0,6,0,4,1,0,5,7,-0.25,0,0,0,5.546759924,9,5,7,0,2.25,14.486315,14.486315,0
1298,neutral,6.830586,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26.144989,34.538328,0
1299,objective,33.454298,15,2,0,6,0,7,1,0,1,13,-0.5,0,7,0,3.839024144,6,5,5.5,2.566666667,0.25,32.632343,32.632343,0
1300,positive,3.356872,4,0,0,1,0,3,0,0,1,3,-0.875,0,1,0,0,0,0,0,0,-4.375,14.440912,14.440912,0
1301,positive,31.068139,14,1,0,7,0,6,1,1,2,10,0.625,0,2,0,2.77639066,3,0,1.5,0.2,3.875,65.19994,73.846031,0
1302,neutral,16.528663,11,0,1,4,0,6,0,1,0,10,-0.875,0,0,0,-0.780943442,-3,-5,-4,0,-6.375,38.046333,42.682635,0
1303,positive,23.002394,11,0,1,5,0,5,0,2,0,9,0.625,0,0,0,0.673550168,-3,-10,-6.5,0,-0.125,42.615489,42.615489,0
1304,neutral,24.426521,12,0,1,9,0,2,1,1,1,9,0.625,0,0,0,-0.25763651,-3,0,-1.5,0,2.375,57.714349,62.912745,0
1305,positive,11.112659,16,0,0,7,1,8,3,0,1,12,-0.125,0,0,1,1.215038469,0,15,7.5,0,3.125,24.47419,24.47419,4
1306,objective,13.347913,32,1,0,11,0,20,1,0,1,30,0.125,0,0,0,2.269656017,3,5,4,0,2.625,19.614978,19.614978,0
1307,neutral,3.338744,4,0,0,3,0,1,0,1,0,3,0,0,0,1,0.927524895,0,-5,-2.5,0,-1.25,8.886678,8.886678,1
1308,negative,8.770599,9,0,0,4,1,4,1,0,0,8,0.875,0,0,0,0,0,5,2.5,0,5.625,31.521459,39.150096,0
1309,positive,10.698863,9,1,0,4,1,3,2,1,1,5,0,0,0,1,2.062755135,3,5,4,0,2,34.505636,34.505636,2
1310,objective,18.746973,14,1,0,5,0,8,1,0,1,12,0,0,0,0,-5.419303741,3,5,4,0,2,31.600076,31.600076,0
1311,positive,21.064671,9,1,1,5,0,2,3,1,0,5,0.625,0,0,0,0.019154021,0,10,5,0,5.625,29.736513,29.736513,0
1312,positive,7.037021,10,0,0,6,0,4,0,2,0,8,-0.125,0,0,0,0,0,-10,-5,0,-3.125,19.26314,24.461536,0
1313,neutral,14.57371,8,1,0,6,0,1,2,0,0,6,0.125,0,2,0,1.082584076,3,10,6.5,0.866666667,3.875,19.070918,19.070918,0
1314,negative,21.315192,16,0,0,9,0,7,0,4,2,10,-0.75,0,0,0,4.455846165,0,-20,-10,0,-8.75,42.435706,47.479431,0
1315,positive,9.408678,5,0,1,2,1,1,2,0,0,3,0,0,1,0,1.256964195,-3,10,3.5,0.233333333,1.75,30.63951,30.63951,0
1316,negative,19.092946,13,2,0,7,0,4,2,1,0,10,0.375,0,0,0,0.591577615,6,5,5.5,0,4.625,42.935974,49.262523,0
1317,positive,17.192535,12,2,1,2,2,5,3,0,0,9,0.25,0,1,0,0.25500848,3,15,9,0.6,5.75,40.451181,40.451181,0
1318,positive,19.011595,19,0,0,8,0,11,2,0,0,17,-0.25,0,0,0,4.21435331,0,10,5,0,1.25,30.599675,30.599675,0
1319,positive,9.973845,7,0,0,3,1,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,10.254892,10.254892,0
1320,negative,13.255359,13,0,0,7,0,6,0,1,0,12,0,-3,0,0,0,0,-5,-2.5,0,-1.25,49.764662,49.764662,0
1321,neutral,8.525515,7,0,0,3,0,4,1,0,1,5,0,0,0,1,0.777398607,0,5,2.5,0,1.25,13.810668,13.810668,1
1322,positive,24.924015,12,1,0,7,0,4,1,1,1,9,0,3,0,0,0,3,0,1.5,0,0.75,45.6254,45.6254,0
1323,neutral,18.068345,9,0,0,2,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,37.333502,53.621125,0
1324,objective,11.756935,12,0,2,6,0,4,1,2,0,9,-0.625,0,0,0,0,-6,-5,-5.5,0,-5.875,22.835486,22.835486,0
1325,objective,29.457757,12,1,0,8,0,3,1,0,0,11,-0.125,0,0,0,0.019154021,3,5,4,0,1.375,55.678862,55.678862,0
1326,neutral,8.44536,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22.121155,26.13791,0
1327,negative,0,12,0,0,6,0,6,0,1,1,10,0,0,0,0,0.465274994,0,-5,-2.5,0,-1.25,17.384632,17.384632,0
1328,positive,25.998031,17,0,0,6,0,11,0,0,0,17,-0.125,0,2,0,0,0,0,0,0,-0.625,32.436549,32.436549,0
1329,neutral,23.779894,10,0,0,4,0,6,0,0,0,10,0,3,0,0,0,0,0,0,0,0,23.440032,23.440032,0
1330,neutral,5.695735,4,1,0,1,0,2,1,0,0,3,0,0,0,0,0,3,5,4,0,2,9.814107,9.814107,0
1331,positive,12.781809,17,1,0,5,0,11,1,0,0,16,0.25,0,0,0,1.463588617,3,5,4,0,3.25,27.962942,27.962942,0
1332,neutral,8.236784,6,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13.98105,18.063869,0
1333,positive,20.929905,9,2,0,5,0,2,1,0,1,7,0.5,0,1,0,1.258102506,6,5,5.5,0.366666667,5.25,28.331533,28.331533,0
1334,negative,9.687029,7,0,1,3,1,2,0,0,0,7,-0.125,0,1,1,0,-3,0,-1.5,-0.1,-1.375,13.342496,13.342496,1
1335,positive,11.475616,11,1,0,5,0,5,0,1,0,10,-0.5,0,0,0,3.41295592,3,-5,-1,0,-3,23.922093,23.922093,0
1336,objective,14.571523,13,1,0,5,0,7,0,0,0,13,0,0,0,0,0,3,0,1.5,0,0.75,52.359428,67.799945,0
1337,negative,14.859919,8,1,0,3,0,4,1,0,1,6,0,0,0,0,1.25397252,3,5,4,0,2,29.474702,29.474702,0
1338,positive,20.998309,8,1,0,4,0,3,2,0,0,6,0,0,0,0,3.440402021,3,10,6.5,0,3.25,47.976283,47.976283,0
1339,positive,27.182252,12,0,0,9,0,3,0,0,2,10,0.75,0,4,0,0,0,0,0,0,3.75,46.722012,46.722012,0
1340,positive,24.346015,10,1,0,7,0,2,1,1,0,8,0.125,0,0,3,3.229278962,3,0,1.5,0,1.375,41.49555,41.49555,3
1341,positive,22.972073,10,1,0,4,0,5,1,0,1,8,0,3,2,0,2.703301723,3,5,4,0.533333333,2,46.7454,50.7944,0
1342,positive,6.201599,12,1,0,3,1,7,2,1,1,8,0.625,0,0,0,-0.380435323,3,5,4,0,5.125,6.320717,6.320717,0
1343,negative,9.701209,11,0,0,7,0,4,0,1,1,9,0,0,0,0,0,0,-5,-2.5,0,-1.25,25.992415,25.992415,0
1344,objective,17.20892,14,1,1,4,0,8,1,1,0,12,0.125,0,0,0,0.448131024,0,0,0,0,0.625,32.958532,32.958532,0
1345,positive,15.918269,19,1,5,5,0,8,7,3,0,9,0.125,0,0,0,9.439630374,-12,20,4,0,2.625,17.022457,17.022457,0
1346,positive,21.705886,10,1,1,5,1,2,2,1,0,7,0,0,4,0,1.953109267,0,5,2.5,0.666666667,1.25,47.37444,47.37444,0
1347,objective,11.544692,9,0,0,3,0,6,0,0,1,8,0,0,0,0,0,0,0,0,0,0,39.100849,39.100849,0
1348,positive,13.670919,9,2,0,4,0,3,2,1,0,6,-0.75,0,0,0,1.870771196,6,5,5.5,0,-1,28.354733,28.354733,0
1349,neutral,7.321469,18,2,1,4,0,11,2,1,2,13,0.125,0,0,0,0.894005163,3,5,4,0,2.625,11.833374,11.833374,0
1350,neutral,30.999091,12,0,0,8,0,4,0,2,0,10,0,0,1,0,0,0,-10,-5,-0.333333333,-2.5,52.171239,52.171239,0
1351,neutral,13.342294,13,0,2,5,0,6,0,1,2,10,-1,0,0,0,0.711133225,-6,-5,-5.5,0,-7.75,21.236579,21.236579,0
1352,neutral,3.850533,5,0,1,2,1,1,0,0,1,4,0,0,0,0,0,-3,0,-1.5,0,-0.75,3.850533,3.850533,0
1353,positive,9.090841,6,0,0,3,0,3,0,0,0,6,0,0,4,0,0,0,0,0,0,0,8.904895,8.904895,0
1354,positive,17.15297,11,2,0,4,0,5,2,0,0,9,-0.75,3,0,0,0.281785813,6,10,8,0,0.25,27.57881,30.764192,0
1355,neutral,5.820208,7,0,0,2,1,4,1,0,0,6,0.625,0,0,0,0,0,5,2.5,0,4.375,20.581945,20.581945,0
1356,objective,12.9712,14,0,1,5,0,8,1,1,0,12,-0.625,0,0,0,-0.780943442,-3,0,-1.5,0,-3.875,13.481547,13.481547,0
1357,objective,18.358981,15,1,0,2,1,11,2,1,0,12,0,0,0,0,1.05521413,3,5,4,0,2,30.983178,30.983178,0
1358,positive,31.196994,17,1,0,8,1,7,2,0,0,15,1.125,0,2,0,1.470829509,3,10,6.5,0.866666667,8.875,44.330791,44.330791,0
1359,positive,16.027667,12,1,0,7,0,4,0,0,1,11,0,0,0,0,1.161268807,3,0,1.5,0,0.75,25.624664,25.624664,0
1360,objective,8.352578,7,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8.440435,8.440435,0
1361,objective,21.192635,12,0,0,8,1,3,0,1,0,11,-0.125,0,0,0,0,0,-5,-2.5,0,-1.875,45.053447,50.251843,0
1362,negative,12.262889,13,1,1,4,0,7,2,1,0,10,0,0,0,0,1.346314569,0,5,2.5,0,1.25,30.609195,35.807591,0
1363,positive,12.91802,9,0,0,1,0,8,0,0,0,9,0.125,0,1,0,0,0,0,0,0,0.625,18.050352,18.050352,0
1364,negative,23.001783,13,0,1,5,0,7,0,2,0,11,0,0,0,0,0,-3,-10,-6.5,0,-3.25,43.701705,43.701705,0
1365,negative,6.454881,9,0,1,4,0,4,1,1,0,7,0.25,0,1,0,2.053370384,-3,0,-1.5,-0.1,0.5,18.599946,18.599946,0
1366,positive,26.240024,11,0,0,8,2,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,35.068298,35.068298,0
1367,positive,15.624427,13,3,0,6,0,4,4,0,0,9,0,3,0,0,2.204723764,9,20,14.5,0,7.25,18.926118,18.926118,0
1368,objective,24.98158,14,0,1,6,0,7,1,1,0,12,-0.75,0,0,0,0.486524768,-3,0,-1.5,0,-4.5,44.542673,44.542673,0
1369,positive,13.219774,9,0,0,5,1,3,1,0,0,8,0.625,0,1,0,2.201004585,0,5,2.5,0.166666667,4.375,39.916452,55.954688,2
1370,neutral,4.381414,8,0,0,4,0,4,0,0,0,8,0,0,0,1,0,0,0,0,0,0,19.614766,24.658491,0
1371,positive,18.885215,7,1,1,3,0,2,1,1,0,5,0,0,0,0,1.10827047,0,0,0,0,0,31.381082,31.381082,1
1372,neutral,29.204009,17,0,0,8,0,9,2,3,0,12,-1.125,0,0,1,4.335290868,0,-5,-2.5,0,-6.875,49.213349,49.213349,0
1373,neutral,18.514427,11,0,0,5,0,6,0,0,0,11,0,0,1,0,0,0,0,0,0,0,26.130842,26.130842,0
1374,positive,15.986827,12,2,0,6,1,3,2,0,0,10,-0.5,0,0,0,1.925697985,6,10,8,0,1.5,23.810757,23.810757,0
1375,neutral,9.718632,6,0,0,4,0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,30.367395,30.367395,0
1376,positive,20.645297,13,2,0,6,0,5,2,0,0,11,0.625,0,1,0,3.273433902,6,10,8,0.533333333,7.125,48.121119,48.121119,0
1377,positive,18.754672,10,0,0,2,0,8,1,0,0,9,0,0,0,0,0,0,5,2.5,0,1.25,54.582148,59.625873,0
1378,negative,13.534842,11,1,0,6,0,4,2,0,0,9,0,0,0,0,3.549081773,3,10,6.5,0,3.25,51.529314,54.910944,0
1379,negative,4.38719,6,0,0,5,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22.568998,26.651817,0
1380,positive,9.167153,13,0,1,8,0,4,2,1,1,9,0,0,0,0,4.503472026,-3,5,1,0,0.5,19.02963,23.148002,0
1381,positive,18.595838,10,0,1,2,1,6,0,2,0,8,-0.5,0,0,0,0.262645827,-3,-10,-6.5,0,-5.75,39.301961,39.301961,0
1382,negative,15.642753,12,0,2,8,0,2,0,3,1,8,-0.5,0,0,0,1.427831132,-6,-15,-10.5,0,-7.75,23.639993,23.639993,0
1383,objective,7.161894,9,1,1,4,0,3,1,1,0,7,0,0,0,0,1.411675604,0,0,0,0,0,15.843538,15.843538,3
1384,positive,29.45667,15,1,0,7,1,6,0,1,2,12,0,0,0,1,1.314863488,3,-5,-1,0,-0.5,39.840586,39.840586,0
1385,negative,20.349182,15,1,0,6,0,8,1,1,0,13,-0.875,0,0,0,1.163791001,3,0,1.5,0,-3.625,43.334589,43.334589,0
1386,positive,34.193816,12,1,0,6,0,5,4,0,0,8,0.125,0,2,0,4.735667442,3,20,11.5,1.533333333,6.375,41.118894,41.118894,0
1387,negative,6.400666,6,0,0,2,0,4,1,0,0,5,0,0,3,0,0,0,5,2.5,0.5,1.25,18.483175,18.483175,0
1388,neutral,8.955733,5,0,0,4,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,36.453037,47.823311,0
1389,neutral,23.063577,11,0,0,3,0,8,0,0,1,10,0,0,0,0,0,0,0,0,0,0,48.349791,54.67634,0
1390,positive,24.434494,17,4,0,6,1,6,3,1,1,12,-0.25,0,0,0,3.414888188,12,10,11,0,4.25,25.825829,25.825829,0
1391,positive,10.880897,7,0,1,2,0,4,1,1,0,5,0,0,0,0,1.542440654,-3,0,-1.5,0,-0.75,21.244954,21.244954,0
1392,positive,5.98354,8,1,1,4,0,2,1,0,0,7,0,0,1,0,0.680720628,0,5,2.5,0.166666667,1.25,13.885679,13.885679,0
1393,positive,10.897498,8,1,0,6,0,1,1,0,0,7,0,0,0,0,1.114277086,3,5,4,0,2,18.0809,18.0809,0
1394,negative,19.199769,12,0,1,6,0,5,1,1,0,10,0.375,0,0,0,-2.439574262,-3,0,-1.5,0,1.125,37.832222,37.832222,0
1395,objective,0,2,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
1396,objective,24.434695,13,0,1,2,1,9,0,2,0,11,0.375,0,1,0,0.191026576,-3,-10,-6.5,-0.433333333,-1.375,55.357751,55.357751,0
1397,negative,18.960678,13,1,2,9,0,1,2,3,1,7,-0.5,0,0,0,0.762030017,-3,-5,-4,0,-4.5,75.424064,90.428863,0
1398,negative,15.181635,11,0,2,8,0,1,1,2,1,7,0.375,0,0,0,1.322251443,-6,-5,-5.5,0,-0.875,49.166766,64.171565,0
1399,neutral,13.558549,7,0,0,6,1,0,0,0,0,7,0.5,0,1,0,0,0,0,0,0,2.5,33.854848,42.597467,0
1400,positive,13.738739,13,0,1,4,0,8,1,1,0,11,0,0,0,0,0.071611145,-3,0,-1.5,0,-0.75,39.2482,44.446596,0
1401,positive,25.210319,11,1,0,6,0,4,1,0,0,10,0,0,4,0,0,3,5,4,1.066666667,2,51.927191,51.927191,0
1402,positive,16.148984,11,3,0,5,0,3,3,1,0,7,0.625,0,0,0,3.02236634,9,10,9.5,0,7.875,53.345297,65.409235,0
1403,neutral,11.942343,10,0,0,6,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,24.404209,24.404209,0
1404,negative,10.916852,8,0,0,2,1,5,1,0,0,7,0.625,0,1,0,0,0,5,2.5,0.166666667,4.375,28.317412,37.845855,1
1405,positive,28.391458,17,0,0,7,0,10,0,0,0,17,0,0,4,1,0,0,0,0,0,0,45.127731,45.127731,0
1406,negative,12.488567,13,1,1,3,0,8,0,0,1,12,0,0,0,0,0,0,0,0,0,0,22.424998,22.424998,0
1407,positive,18.26665,15,1,0,4,0,10,3,0,0,12,0,0,1,0,0.416371308,3,15,9,0.6,4.5,20.377617,20.377617,0
1408,objective,21.687738,11,0,2,5,0,4,0,2,1,8,0,3,0,0,0,-6,-10,-8,0,-4,38.775695,38.775695,0
1409,negative,15.474961,14,2,0,7,1,4,2,1,0,11,0.125,0,1,0,1.407712883,6,5,5.5,0.366666667,3.375,27.861818,27.861818,0
1410,neutral,18.28763,9,1,1,5,0,2,0,1,1,7,0,0,0,0,1.531844066,0,-5,-2.5,0,-1.25,28.223496,28.223496,1
1411,negative,7.548476,5,0,0,5,0,0,0,0,0,5,-0.25,0,0,1,0,0,0,0,0,-1.25,19.420143,19.420143,0
1412,objective,9.653095,27,0,0,9,0,18,2,0,2,23,0.25,0,0,0,3.374359046,0,10,5,0,3.75,31.6955,31.6955,0
1413,positive,16.378825,13,0,1,6,0,6,0,1,0,12,0.125,0,3,0,0.50271946,-3,-5,-4,-0.8,-1.375,48.625115,48.625115,0
1414,neutral,18.024408,14,0,0,7,0,7,1,2,0,11,0.625,0,3,0,0.927524895,0,-5,-2.5,-0.5,1.875,37.052002,42.095727,1
1415,negative,22.288528,13,0,0,7,0,6,1,1,0,11,0.75,0,0,1,2.726517402,0,0,0,0,3.75,41.336889,41.336889,1
1416,positive,13.963995,10,2,0,6,0,2,2,0,2,6,0.5,0,0,1,0,6,10,8,0,6.5,18.284163,18.284163,0
1417,positive,19.646003,14,0,0,3,0,11,0,0,0,14,0,0,2,0,0,0,0,0,0,0,40.739611,45.021836,0
1418,objective,17.727108,14,3,1,9,0,1,2,1,2,9,0.625,0,0,0,3.005759377,6,5,5.5,0,5.875,18.421259,18.421259,0
1419,positive,16.723075,21,1,0,10,0,10,5,0,0,16,0.375,0,0,0,6.182878293,3,25,14,0,8.875,36.931614,42.13001,0
1420,positive,18.431383,11,1,0,4,0,6,3,0,0,8,0,0,0,0,3.617520496,3,15,9,0,4.5,29.045593,33.542801,1
1421,positive,19.616469,12,0,0,6,0,6,0,1,2,9,-0.375,0,0,1,0,0,-5,-2.5,0,-3.125,43.199855,48.398251,0
1422,neutral,17.318236,15,2,0,6,1,6,2,0,0,13,0,0,0,0,0,6,10,8,0,4,24.27526,24.27526,0
1423,positive,2.690831,3,0,0,1,0,2,0,0,1,2,0,0,0,0,0.128867069,0,0,0,0,0,2.690831,2.690831,0
